30040.2,17000.6,25.8179,-95.6051,0.109941,1077.98,1902.39
42169,24181.3,27.9495,-96.0649,0.112807,902.376,1886.41
34505.4,19784.1,37.5459,-95.4785,0.100465,1075.52,1999.59
39651.4,22715.7,30,-95.7957,0.0964003,1071.38,1956.57
4425.79,2486.46,24.5243,-86.8551,0.0951909,1064.06,4010.86
3909.74,2170.34,28.0106,-86.5732,0.0887293,1057.41,3483.56
3687.82,1953.01,54.8721,-86.9584,0.0844087,1249.61,1850.94
4236.4,2400.91,29.9608,-87.0641,0.0872687,1100.65,1600.26
6475.81,3701.66,28.6403,-88.45,0.0729897,1184.72,2212.07
11244.5,6356.13,68.5816,-89.7808,0.0713818,1170.73,2098.52
22255.2,12757.3,37.8428,-88.1271,0.0662856,1214.45,1981.42
14893.8,8427.42,53.8734,-91.7283,0.0841897,1192.66,3292.52
12752.3,7300.57,31.0184,-88.5252,0.0711735,1169.5,2007.22
9409.55,5335.18,31.0365,-88.9028,0.114148,1079.35,3438.36
11383,6525.3,25.7078,-89.3676,0.0624785,1168.44,1818.15
10676.7,6135.56,13.751,-99.1538,0.144171,1262.35,3787.56
8373.58,4836.07,15.1667,-99.667,0.147054,1063.08,3588.55
4722.9,2669.63,20.9909,-99.4949,0.182958,1170.34,2721.7
8431.99,4773.68,16.3609,-99.6324,0.168257,1340.95,4074.35
4727.54,2688.62,13.9455,-100.854,0.187136,1464.92,2627.3
5837.58,3357.56,16.7214,-100.706,0.162342,1331.4,3983.45
16839.3,9557.63,26.0855,-91.3528,0.0744202,1028.65,1682.18
14757.2,8324.69,23.6006,-96.5283,0.0801597,1053.56,1703.15
14145.3,8000.26,26.8,-97.7788,0.0774527,1072.02,1658.51
15352.1,8837.36,24.4451,-90.0703,0.0981517,1053.24,3343.59
10739.6,6214.4,23.2806,-88.6726,0.0824214,984.008,2321.78
71895.8,41337.9,27.1704,-90.1935,0.0884832,1410.64,2274.13
25927.8,14746.5,25.9765,-93.0593,0.0827707,1454.78,1930.03
51858.3,29718.3,62.9865,-88.1379,0.0896901,1387.91,1880.41
53911.1,31044.6,58.6068,-93.774,0.0828771,1318.18,2452.78
59751.3,33934.7,26.3153,-90.6964,0.0860511,1198.03,2486.58
16571,9348.05,30.6011,-94.665,0.113876,655.443,3360.66
17390.8,9741.31,25.3678,-90.4086,0.101791,1150.2,2101.88
23874.9,13824.1,28.2229,-85.6013,0.0504791,1357.05,1977.6
21552.8,12468.7,73.6486,-89.6347,0.0650833,1298.72,1998.62
15587.2,8918.57,25.9277,-88.007,0.0596069,1317.74,1953.21
19842.8,11478.8,27.8821,-85.2278,0.0719366,1326.02,1986.96
18229.7,10381.8,26.6848,-84.265,0.0664429,1143.74,1988.6
21677.3,12451.4,59.5184,-85.3627,0.0598651,1186.8,2022.55
9468.95,5440.87,43.1281,-81.5931,0.0685311,1219.24,2008.67
2951.04,1706.83,23,-85.6303,0.0680603,1252.31,1952.36
18074,10469.4,29.5361,-95.0356,0.17344,1100.49,7271.87
20157,11651.8,28.2349,-92.9082,0.170783,1142.14,6750.88
21042.1,11846.2,24.8563,-94.3143,0.0876631,1124.57,5686.41
24543.3,13942.9,25.1373,-94.3574,0.0908064,1144.6,3518.87
20972.1,11724.9,22.5833,-93.3021,0.0782141,1105.82,1769.42
20656.2,11901.6,23.6375,-94.0036,0.0832093,1143.31,1831.38
19066.7,10877.6,27.27,-95.1613,0.0791228,1114.4,1500.58
15094,8457.57,58.6171,-95.5884,0.0824848,1133.03,1864.98
22953.7,12797.4,23.7748,-93.6106,0.0837682,1144.02,1847.81
14870,8383.35,30.0829,-93.0431,0.0843524,1142.34,1840.63
20947.6,11760.4,29.4417,-93.6767,0.0850292,1131.34,1832.44
9497.6,5445.27,22.5045,-93.1305,0.0942439,1160.14,1836.99
8167.6,4586.62,60.3457,-95.0971,0.0900251,1130.7,3493.32
12400.8,6896.25,51.0174,-93.3516,0.0892263,1134.49,1832.84
6821.19,3866.01,24.9592,-88.4745,0.0783533,1175.73,1846.35
6064.33,3421.61,25.2366,-87.4351,0.0761008,1137.2,3455.65
5761.38,3277.34,68.96,-89.0691,0.0756458,1064.74,1918.15
5953.88,3307.7,71.2812,-90.1248,0.0739984,1073.43,1944.73
5782.81,3286.47,67.64,-90.2461,0.0690205,1185.51,2256.29
6329.85,3643.62,66.708,-89.8477,0.0597072,1246.78,2143.07
21121.6,11987,25.6562,-88.9874,0.0581017,979.877,2051.88
30813.7,17701.2,45.6561,-94.2107,0.0619682,1197.22,1948.88
26454.6,14991.2,63.0283,-96.566,0.0646721,1259.3,1892.26
16677.7,9478.7,23.7712,-89.2111,0.0564306,1099.03,2316.16
15375.8,8892.83,30.8909,-94.2486,0.0628601,1176.76,2241.37
22173.2,12705.5,23.0339,-92.2436,0.0560252,1183.36,2157.73
37180.9,21453.9,31.9659,-96.3812,0.0911973,1187.53,6897.41
7153.32,3904.22,26.8867,-94.3425,0.107408,1260.96,7725.9
20502.6,11739.1,40.5744,-92.8369,0.0944969,1233.3,3943
17603.4,10095.1,66.0775,-93.1895,0.0734798,1343.57,1923.59
30261,17418.8,45.9194,-91.97,0.0672445,1365.7,1608.05
55924.6,32209.6,65.8838,-92.5927,0.0663293,1319.83,1617.9
28653.5,16558.2,27.9885,-91.3343,0.0671601,1349.89,1610.21
26613.7,15154.4,25.7681,-92.4702,0.0752389,1209.36,1860.72
13172.8,7467.18,24.5625,-90.9461,0.0743352,1176.07,1836.47
15542.4,8905.34,24.1341,-90.8741,0.0707775,1212.86,1706.4
13237.5,7515.04,28.1217,-91.0609,0.0771325,1179.36,1835.65
13178.8,7569.77,58.4539,-92.6311,0.071314,1207.32,1912.14
12371,7022.57,54.3484,-92.3852,0.0729571,1209.37,1846.38
13247.1,7505.5,22.4276,-91.0065,0.0747268,1188.4,1528.89
16269.9,9263.64,26.9043,-91.4147,0.070306,1211.04,1846.85
15974.3,9204.36,27.4031,-88.6132,0.102531,1182.63,2077.49
6710.08,3776.78,24.7196,-93.9089,0.111391,1201.81,2327.63
3764.64,2115.58,14.0508,-93.8292,0.136265,1052.89,2081.76
4397.17,2466.83,11.6019,-93.7368,0.133103,1048.53,1872.11
19574.7,11165,32.3215,-90.1577,0.0731094,1169.74,1665.03
15810.2,9063,55.1332,-90.2589,0.0748286,1253.23,1409.88
3544.43,2005.9,21,-89.0876,0.0709341,1082.02,1855.76
3725.61,2153.45,25.1364,-90.4902,0.071599,1080.95,1868.91
13186.5,7425.27,21.8725,-89.0178,0.0785429,1166.33,1399.1
21002,12124.8,24.2181,-90.2592,0.0807485,1138.47,1615.37
6857.49,3877.14,25.5901,-87.7897,0.0749531,1155.89,1678.45
23326,13470.5,23.256,-89.9768,0.0549485,1051.07,1617.5
26346.5,15108.9,42.3629,-103.056,0.0678747,1204.38,1751.49
24421.8,13987.2,30.2509,-87.8215,0.053568,1070.52,1529.18
21488.6,12085.8,23.0549,-102.687,0.0675329,1212.25,1764.94
29562.8,16840.6,28.2662,-92.2585,0.0662506,1123.02,1764.97
20518.7,11608.6,35.2982,-92.2568,0.0685556,1114.7,2055.88
30769.5,17590.1,28.072,-92.7889,0.068176,1132.31,2046.67
13553.5,7711.1,33.0032,-89.0026,0.216875,2541.3,5293.64
11293.6,6342.86,23.3164,-89.7705,0.213026,2492.87,5448.32
9796.24,5548.37,54.2277,-88.1677,0.215379,2523.77,5320.26
9465.37,5315.84,56.7037,-88.2412,0.212921,2471.19,5299.37
14260.8,8215.5,54.5244,-88.8465,0.220978,2575.39,5330.93
10383.7,5956.46,27.5333,-88.3454,0.214335,2500.48,5317.04
24860.6,14243.1,31.6122,-94.4621,0.187863,4213.14,5068.23
39420.8,22866.6,27.9691,-94.2722,0.188416,3689.59,6159.91
27184.4,15749.1,60.7409,-93.5539,0.189528,3240.84,6257.3
27196.7,15725.6,33.0311,-94.7726,0.18688,4127.58,5960.28
23564.7,13500.2,58.734,-94.4337,0.187174,4203.58,5023.07
25862.5,14959.4,57.3986,-93.8395,0.187729,4267.94,5061.93
24615.3,14240.8,27.7072,-92.3645,0.187159,3597.74,6204.85
23443.5,13388.1,30.318,-90.3108,0.179081,3913.23,4577.53
24646.3,14275.4,32.8897,-91.4563,0.186456,3950.14,5832.48
20950.5,12145.1,37.6958,-91.3661,0.183667,4089.38,4914.64
54437.7,31600.6,33.4927,-95.9399,0.186394,4104.88,5884.19
19698.3,11370,30.6722,-92.6263,0.184534,4151.19,5017.34
18249.9,10467.4,26.4036,-94.8218,0.209125,4545.44,5284.44
24752.1,14350.2,39.9298,-95.2171,0.208005,4452.59,5273.41
18433.1,10511.8,30.509,-94.2838,0.209742,4488.75,6214.14
30105.7,17271.5,27.2194,-96.0466,0.208809,4546.11,5405.76
14428.1,8256.1,62.7771,-92.8221,0.205532,4510.87,5218.53
44239.5,25556.8,32.8462,-94.8544,0.20468,4520.09,5306.69
24705,14273.5,53.0531,-94.0613,0.202605,4513.83,5318.04
14354,8165.26,55.7246,-91.0921,0.198732,4405.9,5111.11
19576.5,11248.3,38.9014,-92.0379,0.199268,4439.08,5194.36
24803.1,14214.7,38.1841,-92.9373,0.200479,4512.88,5156.62
32650.9,18818.4,32.2727,-95.9037,0.203861,4379.77,5306.31
26138.8,15067.7,55.7712,-96.4125,0.20591,4361.63,5363.75
32577.6,18766.5,31.0245,-95.908,0.209092,4553.32,5305.23
11783.9,6708.62,34.136,-91.8479,0.20717,4188.34,6740.02
31778.9,18290.6,39.0274,-93.8595,0.210667,3943.89,7100.3
39939.8,23119.7,27.6997,-94.7586,0.203948,2367.64,7108.36
22582.4,12987.7,32.0734,-92.7398,0.207226,2335.1,4879.19
41056.1,23748.1,28.6125,-94.133,0.211448,2392.07,7183.64
29718.5,17178,55.6808,-95.1751,0.212884,2343.02,7324.19
29111.3,16758.6,24.7031,-97.8136,0.211467,2560.42,5247.94
15433.7,8829.19,27.7365,-95.1429,0.215819,4261.68,5224.01
15898.1,9178.79,27.6849,-93.7204,0.208145,4123.65,5108.31
15391.1,8867.02,29.5439,-92.7705,0.20111,2503.78,5126.08
14162.3,8112.76,53.4024,-94.3862,0.207951,2480.87,5251.4
10473.5,5998.81,69.9467,-92.1108,0.136962,2433.02,5075.37
7446.94,4215.01,64.4717,-91.7135,0.112099,1956.35,6960.65
14994.3,8528.87,30.0781,-89.6137,0.173727,2084.92,4637.49
11318.9,6401.94,26.9333,-90.4435,0.171786,2227.22,4698.44
12154.9,6865.99,40.3101,-87.9819,0.169909,1868.78,4581.18
13160.5,7441.67,32.7355,-87.6491,0.174159,2015.21,4713.36
14644.5,8296.96,28.0322,-88.818,0.175001,2105.84,4453.8
11740.8,6624.14,49.1406,-89.107,0.176777,2162.81,4555.87
31030.4,17874.5,40.8039,-93.1763,0.199757,2338.97,4987.46
28459.4,16542,31.7154,-95.4346,0.200553,4025.72,5043.1
27307.4,15832.5,47.914,-96.6299,0.201177,2460.74,5346.42
16317.8,9446.94,28.5385,-94.4748,0.203489,4058.07,5066.61
46662.1,26956.3,25.7768,-95.8917,0.205404,3466.93,7171.5
26125.1,14965.8,35.4307,-94.3445,0.204287,3909.21,5058.07
23416.5,13468.7,30.0074,-93.3796,0.207277,2519.35,5212.21
10195.6,5921.67,30.9664,-87.0451,0.162274,22050,0
7869.62,4474,61.3352,-87.0587,0.180385,22050,0
6286.82,3603.84,26.2416,-86.0503,0.194685,4399.19,5209.79
4138.34,2231.5,25.7396,-90.9114,0.231723,4562.97,6053.45
4555.57,2541.1,26.4537,-85.1373,0.171358,4203.42,5359.07
15472.1,8857.7,57.2783,-95.1496,0.224998,2185.27,6614.03
17651.6,10176.8,47.0822,-93.3395,0.217379,2256.21,5441.59
19568.4,11224.8,29.1422,-93.7736,0.219389,2283.53,5486.63
16760.7,9653.59,29.2486,-92.9234,0.227904,2387.56,5028.9
19476.9,11213.8,37.812,-92.6257,0.229241,2309.52,4955.36
22090.1,12670.1,30.9724,-93.6945,0.221059,2266.69,5438.77
16864.9,9671.01,28.6872,-92.7442,0.221813,2304.32,5183.33
18514.6,10689.2,51.9293,-93.7575,0.223341,2209.48,5402.56
12405.1,7061.37,39.8485,-92.13,0.221175,2308.49,4987.96
15017.6,8620.72,29.9281,-95.4103,0.221423,2226.93,5434.48
11410.4,6518.65,28.1364,-93.7708,0.210563,2326.81,5764.19
17397.6,10042.6,32.2075,-93.9109,0.213375,2373.52,5501.04
11372.2,6544.81,43.2273,-92.7125,0.224467,2346.54,5620.31
8325.46,4742.63,57.3559,-94.4435,0.234011,2355,5417.78
7892.12,4536.74,53.8817,-92.2502,0.234144,2283.6,5578.02
8757.89,4992.73,28.543,-92.1417,0.234024,2336.35,5433.48
11753.4,6807.31,30.224,-91.9463,0.233515,2302.9,5414.88
15189.8,8639.58,52.6211,-92.1852,0.220891,2160.8,5255.55
13229.2,7621.71,57.695,-93.657,0.244806,2712.79,5751.48
6444.09,3674.86,30.1168,-92.4643,0.245325,2548.54,5208.61
20391.3,11920.8,28.6751,-97.8075,0.205971,2004.91,5354.26
32285,18713.7,46.3745,-95.5605,0.19669,2012.93,5270.78
15916.4,9186.68,50.5982,-93.4606,0.196382,2078.87,5174.85
15887.3,9099.95,53.6419,-90.4641,0.223963,2087.77,5003.47
10224.6,5804.99,26.9915,-93.1031,0.213884,2502.6,5239.21
11597.2,6656.34,52.1544,-87.8573,0.204846,2301.06,5235.47
15109.3,8784.35,63.1054,-89.6158,0.196236,2263.95,5139.12
12019.3,6898.05,48.982,-91.5554,0.189801,2532.69,5185.21
18748.7,10870.8,54.4654,-92.9973,0.207853,2468.61,5081.39
2374.83,1275.07,25.6182,-84.0798,0.244809,2949.82,7340.03
1643.48,921.148,26.2564,-83.8099,0.257305,3977.42,7560.38
1851.87,977.548,49.7857,-83.2376,0.252484,4021.64,7328.99
1928.77,1034.18,23.2727,-83.6213,0.2515,3848.54,7466.97
1760.86,945.093,52.2,-83.6511,0.246051,4003.96,7235.99
1909.01,1030.21,50.587,-83.6608,0.244959,3772.11,7395.1
2413.76,1326.86,24.7273,-83.9167,0.254096,4123.3,7597.74
2189.42,1192.73,40.1176,-84.4385,0.21022,2613.55,7367.26
1995.99,1062.73,23.9783,-84.3971,0.238698,3810.77,7124.48
2450.33,1371.59,30.0526,-83.905,0.257625,3816.77,7357.42
1467.96,765.577,28.3125,-89.6326,0.195364,5411.92,7160.27
1622.3,882.343,54.8333,-90.6321,0.194155,500.514,7275.08
1352.28,776.347,53.5161,-91.1081,0.16692,5616.59,6482.55
1607.4,914.543,65.7778,-91.6483,0.189602,5054.49,7507.71
1475.04,845.957,24.2059,-91.6705,0.192151,512.402,7731.24
1495.21,777.852,30.8485,-91.0411,0.178594,4922.68,6126.52
1514.84,818.255,24.4118,-91.2041,0.20157,5613.81,7271.59
666.211,387.471,51.6667,-91.6721,0.245509,4049.1,9213.17
565.649,315.056,52.0667,-91.4616,0.248823,4655.77,9155.77
569.761,339.93,24.0667,-90.7496,0.247018,4971.64,8433.13
536.882,311.301,52.7333,-90.8788,0.262315,4009.09,8812.94
605.961,348.674,22.4706,-90.7017,0.253417,4467.19,8347
589.449,364.125,41.4118,-89.9411,0.209954,5363.72,8949.84
555.302,262.014,51.1538,-94.6118,0.281291,4981.2,8096.86
434.028,234.835,21,-89.9047,0.287533,4468.49,9030.56
632.786,370.085,57.2778,-89.432,0.107932,22050,0
635.166,358.953,65.5625,-93.2506,0.10274,5898.02,6056.99
711.355,455.955,24.5556,-90.7592,0.131152,4405.33,6475.97
650.013,379.366,23,-89.6627,0.0762257,24000,0
614.321,367.91,57.625,-88.8956,0.174965,3452.28,6240.66
753.195,456.688,51.1053,-88.3169,0.173495,420.458,6401.81
630.832,364.709,24.1333,-88.6034,0.177606,353.808,6452.79
764.832,436.573,25.3889,-89.5284,0.180279,413.424,6557.77
810.161,475.659,66.7895,-91.0741,0.177505,308.122,6591.12
633.968,374.329,61.5,-89.7657,0.195911,4186.71,6378.19
532.344,304.513,27.1429,-86.8176,0.207476,4204.41,7093.78
561.423,333.61,23.1333,-89.5617,0.227521,4447.93,7189.09
599.724,337.27,51.75,-89.6492,0.201991,4359.81,7151.35
566.516,309.031,42.7333,-88.5905,0.203526,4834.27,7335.91
580.594,311.69,21.9333,-88.9313,0.213492,4783.56,7319.01
493.916,218.733,42.5385,-86.0505,0.210188,3784.63,7063.29
494.112,243.182,25.6154,-85.5383,0.234211,4042.5,7466.05
572.479,287.625,53.8667,-87.9839,0.231977,4529,7228.63
611.222,317.213,21,-86.7029,0.199768,4046.34,7204.88
455.585,255.748,47.9167,-88.5041,0.253199,4277.88,8204.75
548.372,298.614,47.9231,-88.8577,0.263328,639.742,8743.13
574.757,318.75,44.2143,-88.4214,0.266292,4044.94,9168.54
618.859,344.235,31.6,-88.0918,0.274713,4336.17,8903.37
616.871,351.658,41.6667,-88.3977,0.266277,4476.96,8760.79
567.675,303.021,22.2857,-88.7343,0.273908,4306.97,8840.61
554.272,309.871,42.0714,-87.5021,0.278274,3301.98,9420.91
510.593,295.131,22,-87.4664,0.243092,3233.16,8621.76
566.818,297.134,36,-88.0326,0.26385,4132.32,8245.52
570.98,316.678,49.2857,-87.2307,0.272553,4219.58,7960.08
429.898,232.769,29.0909,-87.6023,0.262076,3649.93,8860.83
519.444,265.986,23,-87.955,0.266637,3887.92,8595.45
503.638,263.07,24.5833,-88.1253,0.257323,3980.17,8068.5
505.125,276.56,42.0769,-88.3924,0.252827,4264.94,7870.76
434.116,262.346,27.0909,-87.4481,0.239553,4034.99,8046.65
504.848,278.773,37.3846,-87.9505,0.253996,3980.99,8584.02
424.507,243.893,35.0909,-87.002,0.269497,3672.26,9002.96
491.103,282.626,39.1538,-87.6631,0.265015,3910.96,9112.14
402.024,256.378,37.9091,-86.9287,0.264794,4260.78,8786.36
462.343,267.535,48.75,-88.0084,0.263832,3358.02,8866.94
430.056,236.675,34.4545,-88.0974,0.270684,665.71,8746.05
704.06,410.701,49.1667,-90.7692,0.221644,3640.36,7094.41
776.988,431.955,39.6316,-90.4035,0.227657,1411.41,6937.23
652.042,369.891,41.1765,-91.0287,0.219856,757.472,6832.39
604.684,333.737,56.4,-90.6214,0.239575,589.851,7199.65
641.704,346.8,22,-92.4546,0.235806,3605.45,7177.52
589.549,339.995,23.0625,-91.4223,0.231315,4087,6888.56
689.184,361.764,41.6471,-90.9765,0.22828,4064.09,6685.58
650.211,353.932,27.75,-88.8692,0.243068,4017.75,7273.24
632.203,332.831,22.125,-90.0634,0.234415,3762.09,7025.77
692.256,366.946,42.3333,-90.3064,0.232589,3795.73,6910.55
715.42,400.258,25.4444,-90.1135,0.207622,3636.37,7026.45
590.078,329.338,26.2,-89.0335,0.233131,1639.27,7020.36
792.002,442.776,23.5263,-91.3335,0.246355,308.111,7809.93
792.567,451.08,46.4,-90.3043,0.258631,4335.17,7909.1
653.497,350.849,23.2353,-89.8572,0.240891,296.392,7472.2
598.959,346.627,45.9375,-90.6704,0.250091,305.468,7974.33
